ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
3419,F,S,24,TECNICO,DE FAMILIAR,1,SAN MARTIN,6,INDEPENDIENTE,False,322,BODEGAS,0,1,0,5,330,1960,0.22,16.83,22.26,2,0
3420,M,D,46,MEDIO/SECUNDARIA,PROPIO,1,SAN MARTIN,15,INDEPENDIENTE,False,694,VENTA DE COMIDAS,0,1,0,2,1290,8400,0.63,15.35,4.4,2,0
3421,F,S,21,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,11,DEPENDIENTE,False,1267.22,BODEGAS,0,0,0,5,371.53,7400,0.22,5.02,22.75,3,0
3422,M,S,68,PRIMARIA,PROPIO,1,HUANCAVELICA,2,INDEPENDIENTE,False,761,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1347,5220,0.22,25.8,41.77,1,0
3423,F,S,40,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,4,INDEPENDIENTE,False,1635,BODEGAS,0,1,0,5,2450,15200,0.22,16.11,49.34,2,1
3424,F,S,38,MEDIO/SECUNDARIA,PROPIO,2,ICA,16,INDEPENDIENTE,True,245,OTRAS ACTIVIDADES,0,0,0,0,1050,2400,0.22,43.75,1.13,2,0
3425,M,S,38,MEDIO/SECUNDARIA,PROPIO,2,LAMBAYEQUE,6,INDEPENDIENTE,False,730,TRANSPORTE,0,1,0,6,770,1260,0.22,61.11,30,2,0
3426,M,S,28,PRIMARIA,DE FAMILIAR,1,SAN MARTIN,6,INDEPENDIENTE,False,1057.64,PANADERIA,0,0,0,5,1150.71,5980,0.22,19.24,45.74,2,0
3427,F,S,28,PRIMARIA,DE FAMILIAR,2,LAMBAYEQUE,6,INDEPENDIENTE,False,2160,BODEGAS,0,0,0,6,2910,8200,1.48,35.48,56.47,2,0
3428,M,C,54,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,16,INDEPENDIENTE,False,7520,VENTA DE ROPA -TEXTILES,0,0,0,9,7620,26000,0.22,29.3,71,2,0
3429,M,S,38,MEDIO/SECUNDARIA,PROPIO,3,PIURA,11,INDEPENDIENTE,False,432,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,700,1760,0.22,39.77,30,2,0
3430,M,S,49,PRIMARIA,PROPIO,4,CAJAMARCA,14,INDEPENDIENTE,False,149,OTRAS ACTIVIDADES,0,0,0,5,559,810,0.22,69.01,138.88,1,0
3431,M,S,28,TECNICO,ALQUILADO,1,LIMA,6,INDEPENDIENTE,False,704.85,VENTA DE ROPA -TEXTILES,0,1,0,5,1684.85,6480,0.22,26,61.11,3,0
3432,M,S,32,TECNICO,DE FAMILIAR,0,CALLAO,20,DEPENDIENTE,False,716.42,BODEGAS,0,1,0,5,904.4,6930,0.22,13.05,25.39,3,0
3433,F,S,48,MEDIO/SECUNDARIA,ALQUILADO,1,LIMA,7,INDEPENDIENTE,False,337,PELUQUERIA,0,0,0,5,1334,1980,0.22,67.37,66.66,3,0
3434,F,C,63,MEDIO/SECUNDARIA,PROPIO,4,LAMBAYEQUE,37,INDEPENDIENTE,False,1357,BODEGAS,0,0,0,5,1577,6300,0.22,25.03,41.23,2,0
3435,F,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,6,INDEPENDIENTE,False,220,OTRAS ACTIVIDADES,0,0,0,2,-290,1200,0.22,-24.16,46.42,2,0
3436,F,S,35,MEDIO/SECUNDARIA,PROPIO,1,LORETO,6,INDEPENDIENTE,False,776,BODEGAS,0,1,0,5,1536,8200,0.22,18.73,38.01,3,0
3437,M,S,32,TECNICO,ALQUILADO,2,SAN MARTIN,8,INDEPENDIENTE,False,1138,OTRAS ACTIVIDADES,0,0,0,9,888,6160,0.22,14.41,6.63,2,0
3438,M,S,41,MEDIO/SECUNDARIA,PROPIO,1,PASCO,6,INDEPENDIENTE,False,1800,VENTA DE COMIDAS,0,0,0,5,1850,9100,0.22,20.32,5.93,2,0
3439,F,S,19,MEDIO/SECUNDARIA,PROPIO,0,PUNO,16,INDEPENDIENTE,False,673,OTRAS ACTIVIDADES,0,0,0,5,1403,2600,0.22,53.96,40.12,1,0
3440,M,C,53,UNIVERSITRARIO,PROPIO,3,PIURA,20,INDEPENDIENTE,False,5571.78,OTRAS ACTIVIDADES,0,0,0,5,8410.5,41739,0.99,20.15,10.98,2,0
3441,F,S,24,UNIVERSITRARIO,DE FAMILIAR,0,ICA,16,INDEPENDIENTE,False,275,VENTA DE ROPA -TEXTILES,0,0,0,0,1040,3600,0.22,28.88,43.75,2,0
3442,F,C,29,PRIMARIA,PROPIO,4,PIURA,16,INDEPENDIENTE,False,280,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,900,2000,0.22,45,22.09,2,0
3443,F,C,33,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,7,INDEPENDIENTE,False,626,VENTA DE ROPA -TEXTILES,0,0,0,5,1975,6920,0.68,28.54,32.9,3,0
3444,F,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,35,INDEPENDIENTE,False,1519,BODEGAS,0,1,0,5,2184,6520,0.22,33.49,151.59,2,0
3445,F,S,43,MEDIO/SECUNDARIA,PROPIO,3,LORETO,2,INDEPENDIENTE,False,510,VENTA DE CARNE Y DERIVADOS,0,0,0,7,1822,12600,0.22,14.46,1.48,3,0
3446,F,S,28,TECNICO,PROPIO,0,PIURA,16,INDEPENDIENTE,False,280,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,650,5200,0.22,12.5,30,2,0
3447,F,C,51,MEDIO/SECUNDARIA,PROPIO,2,CALLAO,4,INDEPENDIENTE,False,361.05,ABARROTE,0,0,0,5,526.05,3552,0.22,14.8,10.07,3,0
3448,F,S,33,MEDIO/SECUNDARIA,PROPIO,4,PIURA,6,DEPENDIENTE,False,371,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,930,2560,0.54,36.32,5.62,2,0
3449,M,S,26,TECNICO,DE FAMILIAR,0,SAN MARTIN,2,INDEPENDIENTE,False,840,OTRAS ACTIVIDADES,0,0,0,5,1230,5000,0.22,24.6,171.42,2,0
3450,F,S,42,PRIMARIA,DE FAMILIAR,4,CAJAMARCA,2,INDEPENDIENTE,False,760,VENTA DE COMIDAS,0,0,0,0,880,5200,0.22,16.92,23.83,1,0
3451,M,C,63,TECNICO,PROPIO,0,CAJAMARCA,26,INDEPENDIENTE,False,600,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1030,2200,0.22,46.81,42.47,1,0
3452,M,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,0,APURIMAC,16,INDEPENDIENTE,False,4246,BODEGAS,0,1,0,5,4912,44400,0.01,11.06,71.39,3,0
3453,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,16,INDEPENDIENTE,False,628,BODEGAS,0,0,0,3,1048,3320,0.22,31.56,40.68,3,0
3454,M,S,25,UNIVERSITRARIO,DE FAMILIAR,1,CAJAMARCA,6,INDEPENDIENTE,False,491,CRIA DE ANIMALES DOMESTICOS,0,1,0,6,846,5060,0.22,16.71,37.09,1,0
3455,F,S,32,MEDIO/SECUNDARIA,PROPIO,1,UCAYALI,6,INDEPENDIENTE,False,427,BODEGAS,0,0,0,5,457,5600,0.22,8.16,21.63,3,0
3456,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,UCAYALI,2,INDEPENDIENTE,False,222,TRANSPORTE,0,0,1,5,72,1200,0.22,6,30,3,0
3457,M,S,27,MEDIO/SECUNDARIA,PROPIO,1,LORETO,1,INDEPENDIENTE,False,220.62,LICORERIA,0,1,0,5,400.62,1920,0.22,20.86,14.29,3,0
3458,F,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,20,INDEPENDIENTE,False,535.75,BODEGAS,0,0,0,5,945.75,2740,0.22,34.51,27.71,3,0
3459,M,S,21,TECNICO,DE FAMILIAR,0,ICA,6,INDEPENDIENTE,False,1290,OTRAS ACTIVIDADES,0,0,0,3,1718,2640,0.22,65.07,30,2,0
3460,F,C,45,MEDIO/SECUNDARIA,PROPIO,2,CALLAO,13,INDEPENDIENTE,False,2035.19,BODEGAS,0,1,0,5,2067.57,25360,0.22,8.15,15.98,3,0
3461,M,S,28,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,26,INDEPENDIENTE,False,562,VENTA DE CARNE Y DERIVADOS,0,0,0,5,1982,12800,0.22,15.48,1.46,2,0
3462,F,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,1,PUNO,6,INDEPENDIENTE,False,771,OTRAS ACTIVIDADES,0,0,0,5,669,1800,0.22,37.16,88.07,1,0
3463,F,S,53,MEDIO/SECUNDARIA,PROPIO,0,LA LIBERTAD,16,INDEPENDIENTE,False,395,BAZAR,0,0,0,5,1070,2260,0.22,47.34,25.27,3,0
3464,M,S,46,MEDIO/SECUNDARIA,PROPIO,2,AMAZONAS,26,INDEPENDIENTE,False,2721,VENTA AL POR MAYOR DE ANIMALES,0,0,0,7,3730,30000,0.22,12.43,12.32,1,0
3465,F,C,50,PRIMARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,665.8,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,1038,3600,0.22,28.83,49.14,1,0
3466,M,S,54,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,16,INDEPENDIENTE,False,865,VENTA DE CARNE Y DERIVADOS,0,0,0,3,980,7200,0.22,13.61,51.87,3,0
3467,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,4,CAJAMARCA,21,INDEPENDIENTE,False,480,OTRAS ACTIVIDADES,0,0,0,6,970,7050,0.22,13.75,17.91,1,1
3468,M,S,33,TECNICO,PROPIO,2,SAN MARTIN,16,INDEPENDIENTE,False,1261,TRANSPORTE,0,0,0,5,1770,3200,0.14,55.31,30,2,0
3469,M,S,25,UNIVERSITRARIO,DE FAMILIAR,0,SAN MARTIN,16,DEPENDIENTE,False,2402,OTRAS ACTIVIDADES,0,1,1,1,2472,30600,0.22,8.07,32.27,2,0
3470,M,S,29,TECNICO,DE FAMILIAR,1,PIURA,26,INDEPENDIENTE,True,717.5,OTRAS ACTIVIDADES,0,1,0,5,1797.5,5250,0.22,34.23,40.49,2,1
3471,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,0,JUNIN,16,INDEPENDIENTE,False,280,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,5,1100,2000,0.22,55,30,2,0
3472,M,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,2,HUANCAVELICA,2,DEPENDIENTE,False,627.23,BAZAR,0,0,1,5,1405.72,3800,0.04,36.99,77.38,1,0
3473,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,16,DEPENDIENTE,False,680,VENTA AL POR MAYOR DE ANIMALES,0,1,0,2,800,12600,0.22,6.34,7.69,1,0
3474,F,S,24,UNIVERSITRARIO,PROPIO,1,CAJAMARCA,0,DEPENDIENTE,False,422,VENTA PERIODICOS REVISTAS,0,0,0,5,572,1880,0.22,30.42,160.71,1,0
3475,F,C,65,MEDIO/SECUNDARIA,PROPIO,0,JUNIN,26,INDEPENDIENTE,False,353,CULTIVOS AGRICOLAS,0,0,0,5,890,1379.17,0.16,64.53,150.39,2,0
3476,F,S,40,PRIMARIA,PROPIO,2,SAN MARTIN,0,INDEPENDIENTE,False,497,OTRAS ACTIVIDADES,0,0,0,1,1110,2880,0.02,38.54,1.85,2,0
3477,M,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,3,INDEPENDIENTE,False,230.8,TRANSPORTE,0,1,0,5,850.8,1400,0.22,60.77,30,2,0
3478,F,S,30,PRIMARIA,PROPIO,3,SAN MARTIN,2,INDEPENDIENTE,False,154.54,CRIA DE ANIMALES DOMESTICOS,0,0,0,3,574.54,1280,0.22,44.88,33.31,2,0
3479,F,S,33,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,1,INDEPENDIENTE,False,479.4,ABARROTE,0,0,0,5,634.4,3760,0.22,16.87,39.4,2,0
3480,M,C,57,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,26,INDEPENDIENTE,False,750,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,1250,3000,0.22,41.66,3.6,1,0
3481,M,C,59,MEDIO/SECUNDARIA,PROPIO,1,SAN MARTIN,25,INDEPENDIENTE,False,1090,VENTA DE GRANOS,0,0,0,27,2100,14000,0.22,15,15.12,2,0
3482,F,S,32,MEDIO/SECUNDARIA,DE FAMILIAR,1,APURIMAC,16,INDEPENDIENTE,False,4289.04,VENTA DE PRODUCTO AGROPECUARIO,0,0,0,5,5744.04,24000,0.22,23.93,10.27,3,0
3483,F,C,45,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,12,INDEPENDIENTE,False,378,OTRAS ACTIVIDADES,0,0,0,5,1418,3380,0.22,41.95,18.84,3,0
3484,M,S,23,MEDIO/SECUNDARIA,PROPIO,1,HUANCAVELICA,6,INDEPENDIENTE,False,580.06,CRIA DE ANIMALES DOMESTICOS,0,1,0,5,1071.06,4900,0.22,21.85,121.69,1,0
3485,M,S,60,MEDIO/SECUNDARIA,PROPIO,1,ANCASH,36,INDEPENDIENTE,False,965,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,5,1790,6500,0.22,27.53,0.57,3,0
3486,M,C,28,PRIMARIA,DE FAMILIAR,1,CAJAMARCA,26,INDEPENDIENTE,False,730,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,970,6000,0.22,16.16,30,1,0
3487,F,S,52,MEDIO/SECUNDARIA,DE FAMILIAR,0,LA LIBERTAD,11,INDEPENDIENTE,False,333,VENTA DE ROPA -TEXTILES,0,1,0,5,1313,3520,0.22,37.3,21.3,3,0
3488,F,S,40,MEDIO/SECUNDARIA,DE FAMILIAR,3,MOQUEGUA,4,INDEPENDIENTE,False,418,VENTA DE ROPA -TEXTILES,0,1,0,5,1158,4240,0.22,27.31,35.78,3,1
3489,F,S,28,PRIMARIA,PROPIO,4,LA LIBERTAD,6,INDEPENDIENTE,False,642.5,OTRAS ACTIVIDADES,0,0,0,5,857.5,3570,0.22,24.01,63.61,3,1
3490,M,S,44,UNIVERSITRARIO,ALQUILADO,2,LA LIBERTAD,4,INDEPENDIENTE,False,1056,OTRAS ACTIVIDADES,0,1,0,4,1946,5260,0.22,36.99,150.92,3,0
3491,M,S,27,MEDIO/SECUNDARIA,PROPIO,1,ICA,9,INDEPENDIENTE,False,442,CONSTRUCCION DE OBRAS EN GENERAL,0,1,0,5,1537,5490,0.22,27.99,30,2,1
3492,M,C,74,MEDIO/SECUNDARIA,PROPIO,0,LAMBAYEQUE,36,INDEPENDIENTE,False,1910,CRIA DE ANIMALES DOMESTICOS,0,0,0,37,2710,3960,0.22,68.43,7.92,2,0
3493,M,S,46,MEDIO/SECUNDARIA,PROPIO,2,LA LIBERTAD,3,INDEPENDIENTE,True,395,OTRAS ACTIVIDADES,0,0,0,5,1500,3000,0.22,50,30,3,0
3494,M,S,24,TECNICO,DE FAMILIAR,0,ICA,16,INDEPENDIENTE,False,492,TRANSPORTE,0,1,0,6,1214,2340,0.22,51.88,30,2,0
3495,F,S,25,MEDIO/SECUNDARIA,PROPIO,0,LORETO,6,INDEPENDIENTE,False,370,VENTA DE CARNE Y DERIVADOS,0,0,1,5,1250,6080,0.22,20.55,15.57,3,0
3496,M,S,22,UNIVERSITRARIO,DE FAMILIAR,2,LA LIBERTAD,21,INDEPENDIENTE,False,475,VENTA DE PRODUCTOS FARMACEUTICOS,0,1,0,1,520,1200,0.22,43.33,113.63,3,1
3497,M,S,34,MEDIO/SECUNDARIA,PROPIO,2,LORETO,4,INDEPENDIENTE,False,716,VENTA DE COMIDAS,0,0,0,5,1901,5040,0.22,37.71,13.39,3,0
3498,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,16,INDEPENDIENTE,False,429,TRANSPORTE,0,0,0,5,874,1500,0.22,58.26,30,2,0
3499,M,S,28,TECNICO,PROPIO,2,CAJAMARCA,8,INDEPENDIENTE,False,625,CULTIVOS AGRICOLAS,0,0,0,5,1180,2010,0.22,58.7,30,1,0
3500,M,S,29,TECNICO,DE FAMILIAR,1,LIMA,26,DEPENDIENTE,False,909.5,OTRAS ACTIVIDADES,0,1,0,5,1520,4560,0.22,33.33,51,3,0
3501,F,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,2,HUANCAVELICA,11,INDEPENDIENTE,False,340,VENTA DE COMIDAS,0,1,0,5,1000,2400,0.22,41.66,26.61,1,0
3502,M,S,57,PRIMARIA,PROPIO,0,LA LIBERTAD,21,INDEPENDIENTE,False,767.8,BODEGAS,0,1,0,5,1687.8,7061,0.22,23.9,22.97,3,0
3503,M,S,51,PRIMARIA,ALQUILADO,2,LORETO,1,INDEPENDIENTE,False,1030,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,1890,4800,0.22,39.37,2.72,3,0
3504,F,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,16,INDEPENDIENTE,False,1294.56,VENTA DE COMIDAS,0,0,1,5,1846,7400,0.22,24.94,1.79,3,0
3505,F,S,36,MEDIO/SECUNDARIA,ALQUILADO,2,CAJAMARCA,6,INDEPENDIENTE,False,3540,ABARROTE,0,0,0,6,4700,24000,0.22,19.58,7.5,1,0
3506,M,S,20,PRIMARIA,DE FAMILIAR,0,CAJAMARCA,16,INDEPENDIENTE,False,653.7,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,738.7,6800,0.22,10.86,57.7,1,0
3507,F,C,64,PRIMARIA,PROPIO,0,LAMBAYEQUE,26,INDEPENDIENTE,False,1264.69,BODEGAS,0,0,0,17,1438,5528,0.76,26.01,40.43,2,1
3508,M,S,53,PRIMARIA,PROPIO,1,CAJAMARCA,16,INDEPENDIENTE,False,1385.2,OTRAS ACTIVIDADES,0,0,0,17,1975.2,11594,0.22,17.03,34.85,1,0
3509,M,C,62,UNIVERSITRARIO,ALQUILADO,2,APURIMAC,62,INDEPENDIENTE,False,905,OTRAS ACTIVIDADES,0,1,0,5,1120,6000,0.22,18.66,30,3,0
3510,F,S,20,UNIVERSITRARIO,DE FAMILIAR,1,LORETO,3,INDEPENDIENTE,False,870,VENTA DE CARNE Y DERIVADOS,0,0,0,5,1800,4480,0.22,40.17,223.21,3,0
3511,M,C,43,PRIMARIA,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,680,VENTA DE VERDURAS Y FRUTAS,0,0,0,5,800,1750,0.22,45.71,179.21,1,0
3512,M,S,35,PRIMARIA,PROPIO,2,CAJAMARCA,11,INDEPENDIENTE,False,284,VENTA DE PRODUCTO AGROPECUARIO,0,0,0,5,614,1624,0.22,37.8,42.85,1,0
3513,F,C,56,MEDIO/SECUNDARIA,PROPIO,1,LORETO,3,INDEPENDIENTE,False,477,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,1467,3040,0.22,48.25,25.65,3,0
3514,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,2,PASCO,6,INDEPENDIENTE,False,912,VENTA DE COMIDAS,0,1,0,5,1162,4200,0.22,27.66,5.28,2,0
3515,F,S,33,MEDIO/SECUNDARIA,PROPIO,1,AYACUCHO,0,INDEPENDIENTE,False,966.62,TRANSPORTE,0,0,0,5,3391.8,5805,0.2,58.42,30,3,1
3516,F,C,54,MEDIO/SECUNDARIA,DE FAMILIAR,1,APURIMAC,16,INDEPENDIENTE,True,418,VENTA DE CARNE Y DERIVADOS,0,0,0,5,1198,7600,0.22,15.76,32.5,3,0
3517,F,S,37,MEDIO/SECUNDARIA,PROPIO,3,HUANCAVELICA,11,INDEPENDIENTE,False,1198,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,5,1094,2375,0.22,46.06,30,1,0
3518,M,S,40,MEDIO/SECUNDARIA,PROPIO,3,SAN MARTIN,6,INDEPENDIENTE,False,613.37,BODEGAS,0,0,0,5,673.37,6280,0.22,10.72,65.53,2,0
3519,F,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,16,INDEPENDIENTE,False,931.6,ABARROTE,0,0,0,5,1811.6,3510,0.22,51.61,1.96,3,0
3520,F,C,53,MEDIO/SECUNDARIA,PROPIO,0,SAN MARTIN,5,INDEPENDIENTE,False,1372,BODEGAS,0,0,0,5,1232,9360,0.22,13.16,64.39,2,0
3521,M,C,46,MEDIO/SECUNDARIA,PROPIO,2,PIURA,11,INDEPENDIENTE,False,682.5,VENTA DE COMIDAS,0,0,0,5,1722.5,5600,0.11,30.75,6.78,2,1
3522,F,C,60,MEDIO/SECUNDARIA,DE FAMILIAR,1,ICA,16,INDEPENDIENTE,False,178,PANADERIA,0,0,0,6,1038,3072,0.22,33.78,30,2,0
3523,F,S,32,TECNICO,DE FAMILIAR,0,LIMA,15,INDEPENDIENTE,False,729.92,OTRAS ACTIVIDADES,0,0,0,5,1622.25,3284,0.22,49.39,44.89,3,1
3524,F,S,28,UNIVERSITRARIO,DE FAMILIAR,0,TUMBES,28,DEPENDIENTE,False,140,VENTA DE ROPA -TEXTILES,0,1,0,6,100,1800,0.22,5.55,64.1,2,0
3525,F,S,26,UNIVERSITRARIO,DE FAMILIAR,0,LAMBAYEQUE,16,INDEPENDIENTE,False,420,OTRAS ACTIVIDADES,0,0,0,5,710,2200,0.22,32.27,30,2,0
3526,M,C,48,UNIVERSITRARIO,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,2679.75,VENTA DE PRODUCTOS FARMACEUTICOS,0,1,0,5,3489.75,14300,0.22,24.4,129.19,1,0
3527,F,C,23,TECNICO,DE FAMILIAR,1,LIMA,6,INDEPENDIENTE,False,355.1,BODEGAS,0,0,0,5,1389,4100,0.22,33.87,2.9,3,0
3528,F,S,39,MEDIO/SECUNDARIA,ALQUILADO,1,CUSCO,3,INDEPENDIENTE,False,405,VENTA DE COMIDAS,0,0,0,5,850,1960,0.22,43.36,30,3,0
3529,F,S,58,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,16,INDEPENDIENTE,False,310,BODEGAS,0,0,0,16,700,2400,0.22,29.16,53.57,2,0
3530,F,S,31,MEDIO/SECUNDARIA,PROPIO,3,HUANCAVELICA,8,INDEPENDIENTE,False,560,BODEGAS,0,0,0,5,510,1520,0.22,33.55,30,1,1
3531,F,C,44,MEDIO/SECUNDARIA,PROPIO,2,AMAZONAS,16,INDEPENDIENTE,False,3478,VENTA DE COMIDAS,0,0,0,17,3803,13600,0.22,27.96,0.89,1,0
3532,M,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,0,LAMBAYEQUE,26,INDEPENDIENTE,False,890,TRANSPORTE,0,1,0,2,1690,2080,0.22,81.25,30,2,0
3533,M,S,29,MEDIO/SECUNDARIA,PROPIO,1,AMAZONAS,28,INDEPENDIENTE,False,4200,OTRAS ACTIVIDADES,0,1,0,5,5100,20000,0.22,25.5,30,1,0
3534,F,S,33,TECNICO,DE FAMILIAR,4,LAMBAYEQUE,6,INDEPENDIENTE,False,325,VENTA DE ROPA -TEXTILES,0,0,0,5,800,4000,0.22,20,20.8,2,0
3535,M,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,28,INDEPENDIENTE,True,2121.33,TRANSPORTE,0,0,0,5,1139.8,3360,0.22,33.92,30,3,0
3536,M,S,38,MEDIO/SECUNDARIA,ALQUILADO,1,LIMA,1,INDEPENDIENTE,False,419.93,OTRAS ACTIVIDADES,0,1,1,5,1066.59,3000,0.22,35.55,30,3,1
3537,M,S,35,PRIMARIA,PROPIO,2,CAJAMARCA,8,INDEPENDIENTE,False,216,VENTA DE PRODUCTOS LACTEOS,0,0,0,5,443,1000,0.22,44.3,32.62,1,0
3538,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,14,INDEPENDIENTE,False,920,OTRAS ACTIVIDADES,0,0,0,5,1660,3000,0.22,55.33,30,3,0
3539,F,S,26,TECNICO,ALQUILADO,2,LIMA,2,INDEPENDIENTE,False,1340,ZAPATERIAS,0,0,0,5,3490,23400,0.22,14.91,33.86,3,0
3540,M,S,26,MEDIO/SECUNDARIA,ALQUILADO,0,PIURA,2,INDEPENDIENTE,False,1350,LICORERIA,0,0,0,5,1770,25600,0.22,6.91,8.93,2,0
3541,M,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,6,DEPENDIENTE,False,650,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,1130,18766.67,0.22,6.02,6.7,1,0
3542,M,S,45,MEDIO/SECUNDARIA,ALQUILADO,2,LAMBAYEQUE,6,INDEPENDIENTE,False,751,CRIA DE ANIMALES DOMESTICOS,0,1,0,5,1380,2080,0.09,66.34,162.93,2,1
3543,F,S,27,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,8,INDEPENDIENTE,False,453,BODEGAS,0,0,0,5,1238,2640,0.03,46.89,4.43,2,0
3544,M,S,42,UNIVERSITRARIO,ALQUILADO,1,LIMA,3,INDEPENDIENTE,False,431.5,TRANSPORTE,0,1,0,5,1268.33,3120,0.22,40.65,30,3,0
3545,F,S,19,MEDIO/SECUNDARIA,ALQUILADO,1,HUANCAVELICA,8,INDEPENDIENTE,False,1006.56,BODEGAS,0,0,0,5,1646.56,18000,0.22,9.14,57.63,1,0
3546,M,S,26,OTRO,DE FAMILIAR,1,CALLAO,2,INDEPENDIENTE,False,1691.8,BODEGAS,0,0,0,5,1108.6,6600,0.22,16.79,8.23,3,0
3547,F,S,27,TECNICO,DE FAMILIAR,0,LAMBAYEQUE,27,INDEPENDIENTE,False,150,VENTA DE PERFUMES,0,0,0,5,270,1700,0.22,15.88,45.37,2,0
3548,M,S,40,MEDIO/SECUNDARIA,PROPIO,3,LAMBAYEQUE,11,INDEPENDIENTE,False,212,OTRAS ACTIVIDADES,0,0,0,5,492,700,0.22,70.28,30,2,0
3549,M,C,62,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,1033,HOTELES Y HOSPEDAJE,0,0,0,5,1000,1120,0.22,89.28,30,1,0
3550,M,C,36,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,7,INDEPENDIENTE,True,2811,TRANSPORTE,0,1,1,5,3491,6400,0.22,54.54,30,3,0
3551,M,S,42,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,42,INDEPENDIENTE,False,375.13,OTRAS ACTIVIDADES,0,0,0,5,1327.92,3200,0.22,41.49,30,3,0
3552,M,S,45,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,1195,VENTA AL POR MAYOR DE ANIMALES,0,0,0,12,1715,13365,0.22,12.83,12.72,1,0
3553,F,S,30,TECNICO,DE FAMILIAR,0,TACNA,6,INDEPENDIENTE,False,750,BODEGAS,0,0,0,5,1220,4600,0.22,26.52,12,2,0
3554,F,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,11,INDEPENDIENTE,False,330,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,420,1500,0.22,28,237.14,3,0
